Dealer_ID,Product_ID,Date,Quantity,Consumption,Location,Year,Month,Day,DayOfWeek,IsWeekend,Season,Lag_Quantity,Lag_Consumption,RollingAvg_Quantity_7,RollingAvg_Consumption_7,RollingAvg_Quantity_30,RollingAvg_Consumption_30,Consumption_Rate,OnTimeRate,DefectRate,LeadTime
D000,P000,21-01-2022,64.0,13.0,Chicago,2022.0,1.0,21.0,4.0,0,Winter,42,17,58.0,12.28571429,53.23809524,11.85714286,0.203125,0.883555868,0.005839622,6
D000,P000,22-01-2022,29.0,12.0,Los Angeles,2022.0,1.0,22.0,5.0,1,Winter,64,13,50.28571429,12.85714286,52.13636364,11.86363636,0.413793103,0.741848158,0.02180165,1
D000,P000,23-01-2022,29.0,17.0,Chicago,2022.0,1.0,23.0,6.0,1,Winter,29,12,45.0,13.0,51.13043478,12.08695652,0.586206897,0.787643395,0.096147088,12
D000,P000,24-01-2022,94.0,12.0,Chicago,2022.0,1.0,24.0,0.0,0,Winter,29,17,49.71428571,13.28571429,52.91666667,12.08333333,0.127659574,0.809908553,0.053436443,13
D000,P000,25-01-2022,66.0,7.0,Chicago,2022.0,1.0,25.0,1.0,0,Winter,94,12,48.85714286,11.85714286,53.44,11.88,0.106060606,0.836820995,0.03783536,14
D000,P000,26-01-2022,86.0,15.0,Los Angeles,2022.0,1.0,26.0,2.0,0,Winter,66,7,58.57142857,13.28571429,54.69230769,12.0,0.174418605,0.935552788,0.076203846,10
D000,P000,27-01-2022,86.0,5.0,Chicago,2022.0,1.0,27.0,3.0,0,Winter,86,15,64.85714286,11.57142857,55.85185185,11.74074074,0.058139535,0.759902135,0.052451894,12
D000,P000,28-01-2022,45.0,9.0,Chicago,2022.0,1.0,28.0,4.0,0,Winter,86,5,62.14285714,11.0,55.46428571,11.64285714,0.2,0.854270332,0.001316277,9
D000,P000,29-01-2022,69.0,12.0,Chicago,2022.0,1.0,29.0,5.0,1,Winter,45,9,67.85714286,11.0,55.93103448,11.65517241,0.173913043,0.877724371,0.07362376,6
D000,P000,30-01-2022,74.0,12.0,Los Angeles,2022.0,1.0,30.0,6.0,1,Winter,69,12,74.28571429,10.28571429,56.53333333,11.66666667,0.162162162,0.713935124,0.073221756,2
D000,P000,01-02-2022,71.0,8.0,Los Angeles,2022.0,2.0,1.0,1.0,0,Winter,74,12,71.0,9.714285714,56.83333333,11.66666667,0.112676056,0.882263456,0.016514871,7
D000,P000,02-02-2022,14.0,9.0,Chicago,2022.0,2.0,2.0,2.0,0,Winter,71,8,63.57142857,10.0,54.96666667,11.66666667,0.642857143,0.751157237,0.095666009,3
D000,P000,03-02-2022,94.0,7.0,New York,2022.0,2.0,3.0,3.0,0,Winter,14,9,64.71428571,8.857142857,57.7,11.33333333,0.074468085,0.719515478,0.022390813,14
D000,P000,04-02-2022,42.0,9.0,Chicago,2022.0,2.0,4.0,4.0,0,Winter,94,7,58.42857143,9.428571429,56.63333333,11.2,0.214285714,0.984665661,0.045774937,7
D000,P000,05-02-2022,20.0,11.0,Los Angeles,2022.0,2.0,5.0,5.0,1,Winter,42,9,54.85714286,9.714285714,55.4,11.23333333,0.55,0.98968961,0.011473596,14
D000,P000,06-02-2022,30.0,5.0,Los Angeles,2022.0,2.0,6.0,6.0,1,Winter,20,11,49.28571429,8.714285714,55.43333333,11.0,0.166666667,0.942519204,0.060328232,9
D000,P000,07-02-2022,28.0,16.0,Chicago,2022.0,2.0,7.0,0.0,0,Winter,30,5,42.71428571,9.285714286,55.66666667,11.06666667,0.571428571,0.791384131,0.037545112,5
D000,P000,08-02-2022,91.0,19.0,Chicago,2022.0,2.0,8.0,1.0,0,Winter,28,16,45.57142857,10.85714286,56.9,11.2,0.208791209,0.729301634,0.035317346,1
D000,P000,09-02-2022,25.0,6.0,Chicago,2022.0,2.0,9.0,2.0,0,Winter,91,19,47.14285714,10.42857143,56.13333333,11.06666667,0.24,0.905269908,0.082697688,5
D000,P000,10-02-2022,90.0,15.0,New York,2022.0,2.0,10.0,3.0,0,Winter,25,6,46.57142857,11.57142857,58.03333333,10.93333333,0.166666667,0.832045748,0.000956171,8
D000,P000,11-02-2022,98.0,9.0,New York,2022.0,2.0,11.0,4.0,0,Winter,90,15,54.57142857,11.57142857,58.66666667,10.86666667,0.091836735,0.73661147,0.079794677,8
D000,P000,12-02-2022,58.0,15.0,New York,2022.0,2.0,12.0,5.0,1,Winter,98,9,60.0,12.14285714,57.86666667,10.9,0.25862069,0.848553073,0.057144857,3
D000,P000,13-02-2022,46.0,7.0,Chicago,2022.0,2.0,13.0,6.0,1,Winter,58,15,62.28571429,12.42857143,57.36666667,10.93333333,0.152173913,0.710316556,0.098609851,4
D000,P000,14-02-2022,53.0,19.0,Chicago,2022.0,2.0,14.0,0.0,0,Winter,46,7,65.85714286,12.85714286,58.13333333,11.4,0.358490566,0.972796121,0.058944322,12
D000,P000,15-02-2022,94.0,13.0,Los Angeles,2022.0,2.0,15.0,1.0,0,Winter,53,19,66.28571429,12.0,58.5,11.56666667,0.138297872,0.777633994,0.005537913,8
D000,P000,16-02-2022,16.0,12.0,Los Angeles,2022.0,2.0,16.0,2.0,0,Winter,94,13,65.0,12.85714286,56.83333333,11.43333333,0.75,0.898756685,0.005064533,8
D000,P000,17-02-2022,49.0,5.0,Los Angeles,2022.0,2.0,17.0,3.0,0,Winter,16,12,59.14285714,11.42857143,56.43333333,11.26666667,0.102040816,0.793513323,0.088315299,7
D000,P000,18-02-2022,79.0,10.0,New York,2022.0,2.0,18.0,4.0,0,Winter,49,5,56.42857143,11.57142857,56.66666667,11.03333333,0.126582278,0.856020406,0.084121415,6
D000,P000,19-02-2022,99.0,5.0,Chicago,2022.0,2.0,19.0,5.0,1,Winter,79,10,62.28571429,10.14285714,59.36666667,11.03333333,0.050505051,0.864013084,0.034589008,4
D000,P000,20-02-2022,94.0,9.0,Chicago,2022.0,2.0,20.0,6.0,1,Winter,99,5,69.14285714,10.42857143,61.1,10.76666667,0.095744681,0.755456337,0.061803248,10
D000,P000,21-02-2022,96.0,6.0,Chicago,2022.0,2.0,21.0,0.0,0,Winter,94,9,75.28571429,8.571428571,62.16666667,10.53333333,0.0625,0.990875388,0.048959136,13
D000,P000,22-02-2022,26.0,10.0,Chicago,2022.0,2.0,22.0,1.0,0,Winter,96,6,65.57142857,8.142857143,62.06666667,10.46666667,0.384615385,0.932539847,0.096716406,9
D000,P000,23-02-2022,20.0,5.0,Chicago,2022.0,2.0,23.0,2.0,0,Winter,26,10,66.14285714,7.142857143,61.76666667,10.06666667,0.25,0.981849682,0.09499609,2
D000,P000,24-02-2022,49.0,11.0,Chicago,2022.0,2.0,24.0,3.0,0,Winter,20,5,66.14285714,8.0,60.26666667,10.03333333,0.224489796,0.968448205,0.098383901,2
D000,P000,25-02-2022,65.0,10.0,New York,2022.0,2.0,25.0,4.0,0,Winter,49,11,64.14285714,8.0,60.23333333,10.13333333,0.153846154,0.879369994,0.086644878,1
D000,P000,26-02-2022,16.0,7.0,Los Angeles,2022.0,2.0,26.0,5.0,1,Winter,65,10,52.28571429,8.285714286,57.9,9.866666667,0.4375,0.976562271,0.090955159,11
D000,P000,27-02-2022,91.0,14.0,Chicago,2022.0,2.0,27.0,6.0,1,Winter,16,7,51.85714286,9.0,58.06666667,10.16666667,0.153846154,0.726547751,0.021727878,12
D000,P000,28-02-2022,87.0,8.0,Chicago,2022.0,2.0,28.0,0.0,0,Winter,91,14,50.57142857,9.285714286,59.46666667,10.13333333,0.091954023,0.758794859,0.083100679,3
D000,P000,01-03-2022,23.0,5.0,Los Angeles,2022.0,3.0,1.0,1.0,0,Spring,87,8,50.14285714,8.571428571,57.93333333,9.9,0.217391304,0.713568187,0.070885711,3
D000,P000,02-03-2022,12.0,8.0,New York,2022.0,3.0,2.0,2.0,0,Spring,23,5,49.0,9.0,55.86666667,9.766666667,0.666666667,0.797599099,0.096278651,4
D000,P000,03-03-2022,55.0,11.0,New York,2022.0,3.0,3.0,3.0,0,Spring,12,8,49.85714286,9.0,55.33333333,9.866666667,0.2,0.816603187,0.057126183,3
D000,P000,04-03-2022,57.0,18.0,New York,2022.0,3.0,4.0,4.0,0,Spring,55,11,48.71428571,10.14285714,56.76666667,10.16666667,0.315789474,0.78140471,0.008516717,10
D000,P000,05-03-2022,48.0,14.0,Los Angeles,2022.0,3.0,5.0,5.0,1,Spring,57,18,53.28571429,11.14285714,55.23333333,10.4,0.291666667,0.948621253,0.059739889,6
D000,P000,06-03-2022,44.0,5.0,New York,2022.0,3.0,6.0,6.0,1,Spring,48,14,46.57142857,9.857142857,55.3,10.26666667,0.113636364,0.807025998,0.068658093,9
D000,P000,07-03-2022,39.0,12.0,New York,2022.0,3.0,7.0,0.0,0,Spring,44,5,39.71428571,10.42857143,55.93333333,10.3,0.307692308,0.784280353,0.022032103,8
D000,P000,08-03-2022,98.0,5.0,Chicago,2022.0,3.0,8.0,1.0,0,Spring,39,12,50.42857143,10.42857143,58.2,10.3,0.051020408,0.862808825,0.039411338,6
D000,P000,09-03-2022,11.0,11.0,New York,2022.0,3.0,9.0,2.0,0,Spring,98,5,50.28571429,10.85714286,57.63333333,10.13333333,1.0,0.742277267,0.059850341,8
D000,P000,10-03-2022,74.0,7.0,Chicago,2022.0,3.0,10.0,3.0,0,Spring,11,11,53.0,10.28571429,57.06666667,9.733333333,0.094594595,0.940659094,0.037410574,8
D000,P000,11-03-2022,92.0,7.0,Chicago,2022.0,3.0,11.0,4.0,0,Spring,74,7,58.0,8.714285714,59.3,9.766666667,0.076086957,0.722365193,0.037494772,10
D000,P000,12-03-2022,22.0,6.0,New York,2022.0,3.0,12.0,5.0,1,Spring,92,7,54.28571429,7.571428571,57.03333333,9.466666667,0.272727273,0.996066081,0.013308664,6
D000,P000,13-03-2022,53.0,9.0,Los Angeles,2022.0,3.0,13.0,6.0,1,Spring,22,6,55.57142857,8.142857143,55.53333333,9.466666667,0.169811321,0.931673431,0.094074672,2
D000,P000,14-03-2022,87.0,12.0,Chicago,2022.0,3.0,14.0,0.0,0,Spring,53,9,62.42857143,8.142857143,56.5,9.366666667,0.137931034,0.759614704,0.075049438,5
D000,P000,15-03-2022,60.0,12.0,Los Angeles,2022.0,3.0,15.0,1.0,0,Spring,87,12,57.0,9.142857143,56.96666667,9.533333333,0.2,0.701656635,0.000124344,4
D000,P000,16-03-2022,28.0,10.0,Chicago,2022.0,3.0,16.0,2.0,0,Spring,60,12,59.42857143,9.0,56.13333333,9.233333333,0.357142857,0.944638429,0.076561328,12
D000,P000,17-03-2022,31.0,19.0,Chicago,2022.0,3.0,17.0,3.0,0,Spring,28,10,53.28571429,10.71428571,54.03333333,9.433333333,0.612903226,0.912057203,0.073979499,6
D000,P000,18-03-2022,18.0,11.0,New York,2022.0,3.0,18.0,4.0,0,Spring,31,19,42.71428571,11.28571429,54.1,9.4,0.611111111,0.91870215,0.000973096,2
D000,P000,19-03-2022,77.0,5.0,Los Angeles,2022.0,3.0,19.0,5.0,1,Spring,18,11,50.57142857,11.14285714,55.03333333,9.4,0.064935065,0.931381104,0.03696043,4
D000,P000,20-03-2022,58.0,8.0,New York,2022.0,3.0,20.0,6.0,1,Spring,77,5,51.28571429,11.0,54.33333333,9.333333333,0.137931034,0.722213396,0.060674769,13
D000,P000,21-03-2022,79.0,9.0,Los Angeles,2022.0,3.0,21.0,0.0,0,Spring,58,8,50.14285714,10.57142857,53.66666667,9.466666667,0.113924051,0.807539719,0.045275065,8
D000,P000,22-03-2022,69.0,11.0,Chicago,2022.0,3.0,22.0,1.0,0,Spring,79,9,51.42857143,10.42857143,52.83333333,9.533333333,0.15942029,0.734760718,0.077798612,14
D000,P000,23-03-2022,17.0,7.0,New York,2022.0,3.0,23.0,2.0,0,Spring,69,11,49.85714286,10.0,50.2,9.566666667,0.411764706,0.958931028,0.042545833,1
D000,P000,24-03-2022,10.0,17.0,Los Angeles,2022.0,3.0,24.0,3.0,0,Spring,17,7,46.85714286,9.714285714,49.66666667,9.8,1.7,0.886989438,0.015386297,3
D000,P000,25-03-2022,67.0,10.0,Chicago,2022.0,3.0,25.0,4.0,0,Spring,10,17,53.85714286,9.571428571,51.23333333,9.966666667,0.149253731,0.799269407,0.097641562,4
D000,P000,26-03-2022,78.0,7.0,Los Angeles,2022.0,3.0,26.0,5.0,1,Spring,67,10,54.0,9.857142857,52.2,9.833333333,0.08974359,0.719067505,0.024203999,2
D000,P000,27-03-2022,31.0,5.0,New York,2022.0,3.0,27.0,6.0,1,Spring,78,7,50.14285714,9.428571429,51.06666667,9.666666667,0.161290323,0.793294697,0.071769231,12
D000,P000,28-03-2022,49.0,17.0,Los Angeles,2022.0,3.0,28.0,0.0,0,Spring,31,5,45.85714286,10.57142857,52.16666667,10.0,0.346938776,0.797554997,0.014315631,2
D000,P000,29-03-2022,37.0,11.0,New York,2022.0,3.0,29.0,1.0,0,Spring,49,17,41.28571429,10.57142857,50.36666667,9.9,0.297297297,0.918881854,0.032901261,6
D000,P000,30-03-2022,86.0,18.0,New York,2022.0,3.0,30.0,2.0,0,Spring,37,11,51.14285714,12.14285714,50.33333333,10.23333333,0.209302326,0.891267241,0.044202761,6
D000,P000,,93.0,7.0,New York,,,,,0,Fall,86,18,63.0,10.71428571,52.66666667,10.3,0.075268817,0.966163823,0.0192232,3
D000,P000,,51.0,12.0,New York,,,,,0,Fall,93,7,60.71428571,11.0,53.96666667,10.43333333,0.235294118,0.841664478,0.044995958,8
D000,P000,,51.0,12.0,New York,,,,,0,Fall,51,12,56.85714286,11.71428571,53.83333333,10.46666667,0.235294118,0.735878274,0.015716282,12
D000,P001,01-01-2022,10.0,14.0,Chicago,2022.0,1.0,1.0,5.0,1,Winter,0,0,10.0,14.0,10.0,14.0,1.4,0.913973436,0.055900654,3
D000,P001,02-01-2022,39.0,9.0,Chicago,2022.0,1.0,2.0,6.0,1,Winter,10,14,24.5,11.5,24.5,11.5,0.230769231,0.928235515,0.066371325,2
D000,P001,03-01-2022,61.0,14.0,New York,2022.0,1.0,3.0,0.0,0,Winter,39,9,36.66666667,12.33333333,36.66666667,12.33333333,0.229508197,0.868383159,0.006243428,5
D000,P001,04-01-2022,94.0,6.0,Chicago,2022.0,1.0,4.0,1.0,0,Winter,61,14,51.0,10.75,51.0,10.75,0.063829787,0.931290154,0.087113212,13
D000,P001,05-01-2022,40.0,6.0,Los Angeles,2022.0,1.0,5.0,2.0,0,Winter,94,6,48.8,9.8,48.8,9.8,0.15,0.848138679,0.018514089,7
D000,P001,06-01-2022,76.0,17.0,New York,2022.0,1.0,6.0,3.0,0,Winter,40,6,53.33333333,11.0,53.33333333,11.0,0.223684211,0.856819849,0.022536243,1
D000,P001,07-01-2022,19.0,6.0,Chicago,2022.0,1.0,7.0,4.0,0,Winter,76,17,48.42857143,10.28571429,48.42857143,10.28571429,0.315789474,0.828262306,0.066134984,2
D000,P001,08-01-2022,43.0,12.0,Los Angeles,2022.0,1.0,8.0,5.0,1,Winter,19,6,53.14285714,10.0,47.75,10.5,0.279069767,0.707625738,0.046875106,2
D000,P001,09-01-2022,44.0,5.0,Los Angeles,2022.0,1.0,9.0,6.0,1,Winter,43,12,53.85714286,9.428571429,47.33333333,9.888888889,0.113636364,0.732367428,0.04993956,8
D000,P001,10-01-2022,26.0,6.0,Los Angeles,2022.0,1.0,10.0,0.0,0,Winter,44,5,48.85714286,8.285714286,45.2,9.5,0.230769231,0.709428756,0.012815498,10
D000,P001,11-01-2022,23.0,6.0,Chicago,2022.0,1.0,11.0,1.0,0,Winter,26,6,38.71428571,8.285714286,43.18181818,9.181818182,0.260869565,0.890923123,0.080573582,6
D000,P001,12-01-2022,14.0,12.0,New York,2022.0,1.0,12.0,2.0,0,Winter,23,6,35.0,9.142857143,40.75,9.416666667,0.857142857,0.794306794,0.061705425,14
D000,P001,12-01-2022,14.0,12.0,New York,2022.0,1.0,12.0,2.0,0,Winter,14,12,26.14285714,8.428571429,38.69230769,9.615384615,0.857142857,0.852571207,0.013538204,13
D000,P001,13-01-2022,95.0,10.0,Chicago,2022.0,1.0,13.0,3.0,0,Winter,14,12,37.0,9.0,42.71428571,9.642857143,0.105263158,0.972269942,0.037399937,13
D000,P001,14-01-2022,50.0,7.0,Los Angeles,2022.0,1.0,14.0,4.0,0,Winter,95,10,38.0,8.285714286,43.2,9.466666667,0.14,0.774787669,0.081040993,13
D000,P001,14-01-2022,50.0,7.0,Los Angeles,2022.0,1.0,14.0,4.0,0,Winter,50,7,38.85714286,8.571428571,43.625,9.3125,0.14,0.823114877,0.056835505,4
D000,P001,15-01-2022,82.0,16.0,New York,2022.0,1.0,15.0,5.0,1,Winter,50,7,46.85714286,10.0,45.88235294,9.705882353,0.195121951,0.926665342,0.010864878,4
D000,P001,16-01-2022,50.0,9.0,New York,2022.0,1.0,16.0,6.0,1,Winter,82,16,50.71428571,10.42857143,46.11111111,9.666666667,0.18,0.76863945,0.037277705,5
D000,P001,17-01-2022,97.0,14.0,New York,2022.0,1.0,17.0,0.0,0,Winter,50,9,62.57142857,10.71428571,48.78947368,9.894736842,0.144329897,0.723093973,0.02426944,3
D000,P001,18-01-2022,38.0,7.0,Los Angeles,2022.0,1.0,18.0,1.0,0,Winter,97,14,66.0,10.0,48.25,9.75,0.184210526,0.786925436,0.051746555,12
D000,P001,19-01-2022,86.0,18.0,New York,2022.0,1.0,19.0,2.0,0,Winter,38,7,64.71428571,11.14285714,50.04761905,10.14285714,0.209302326,0.748366386,0.084336113,14
D000,P001,20-01-2022,55.0,12.0,Los Angeles,2022.0,1.0,20.0,3.0,0,Winter,86,18,65.42857143,11.85714286,50.27272727,10.22727273,0.218181818,0.978909296,0.043626713,4
D000,P001,21-01-2022,89.0,11.0,Los Angeles,2022.0,1.0,21.0,4.0,0,Winter,55,12,71.0,12.42857143,51.95652174,10.26086957,0.123595506,0.942436114,0.043334203,12
D000,P001,22-01-2022,21.0,9.0,Los Angeles,2022.0,1.0,22.0,5.0,1,Winter,89,11,62.28571429,11.42857143,50.66666667,10.20833333,0.428571429,0.890021127,0.09053509,4
D000,P001,23-01-2022,57.0,12.0,Los Angeles,2022.0,1.0,23.0,6.0,1,Winter,21,9,63.28571429,11.85714286,50.92,10.28,0.210526316,0.961438177,0.057618541,7
D000,P001,24-01-2022,20.0,11.0,New York,2022.0,1.0,24.0,0.0,0,Winter,57,12,52.28571429,11.42857143,49.73076923,10.30769231,0.55,0.941101623,0.056619109,7
D000,P001,25-01-2022,53.0,14.0,New York,2022.0,1.0,25.0,1.0,0,Winter,20,11,54.42857143,12.42857143,49.85185185,10.44444444,0.264150943,0.755971018,0.026190989,1
D000,P001,26-01-2022,48.0,12.0,Los Angeles,2022.0,1.0,26.0,2.0,0,Winter,53,14,49.0,11.57142857,49.78571429,10.5,0.25,0.9677677,0.060772275,12
D000,P001,27-01-2022,45.0,18.0,Los Angeles,2022.0,1.0,27.0,3.0,0,Winter,48,12,47.57142857,12.42857143,49.62068966,10.75862069,0.4,0.861802673,0.057591047,3
D000,P001,28-01-2022,84.0,13.0,Chicago,2022.0,1.0,28.0,4.0,0,Winter,45,18,46.85714286,12.71428571,50.76666667,10.83333333,0.154761905,0.942232047,0.039685147,9
D000,P001,29-01-2022,46.0,18.0,Los Angeles,2022.0,1.0,29.0,5.0,1,Winter,84,13,50.42857143,14.0,51.96666667,10.96666667,0.391304348,0.96882739,0.099069557,6
D000,P001,30-01-2022,47.0,11.0,New York,2022.0,1.0,30.0,6.0,1,Winter,46,18,49.0,13.85714286,52.23333333,11.03333333,0.234042553,0.795401042,0.088189096,6
D000,P001,01-02-2022,79.0,17.0,New York,2022.0,2.0,1.0,1.0,0,Winter,47,11,57.42857143,14.71428571,52.83333333,11.13333333,0.215189873,0.733015577,0.074958629,4
D000,P001,02-02-2022,73.0,13.0,Los Angeles,2022.0,2.0,2.0,2.0,0,Winter,79,17,60.28571429,14.57142857,52.13333333,11.36666667,0.178082192,0.768380549,0.053734559,10
D000,P001,03-02-2022,50.0,6.0,Chicago,2022.0,2.0,3.0,3.0,0,Winter,73,13,60.57142857,13.71428571,52.46666667,11.36666667,0.12,0.828132337,0.04620598,9
D000,P001,04-02-2022,32.0,9.0,Chicago,2022.0,2.0,4.0,4.0,0,Winter,50,6,58.71428571,12.42857143,51.0,11.1,0.28125,0.94540443,0.01848974,14
D000,P001,04-02-2022,32.0,9.0,Chicago,2022.0,2.0,4.0,4.0,0,Winter,32,9,51.28571429,11.85714286,51.43333333,11.2,0.28125,0.958219175,0.030573747,12
D000,P001,05-02-2022,26.0,8.0,New York,2022.0,2.0,5.0,5.0,1,Winter,32,9,48.42857143,10.42857143,50.86666667,11.06666667,0.307692308,0.702085639,0.07739608,3
D000,P001,06-02-2022,57.0,11.0,New York,2022.0,2.0,6.0,6.0,1,Winter,26,8,49.85714286,10.42857143,51.3,11.26666667,0.192982456,0.853224191,0.045374895,8
D000,P001,07-02-2022,61.0,19.0,New York,2022.0,2.0,7.0,0.0,0,Winter,57,11,47.28571429,10.71428571,52.46666667,11.7,0.31147541,0.825223301,0.088226952,13
D000,P001,08-02-2022,47.0,14.0,Chicago,2022.0,2.0,8.0,1.0,0,Winter,61,19,43.57142857,10.85714286,53.26666667,11.96666667,0.29787234,0.766632343,0.014791114,6
D000,P001,09-02-2022,57.0,14.0,New York,2022.0,2.0,9.0,2.0,0,Winter,47,14,44.57142857,12.0,54.7,12.03333333,0.245614035,0.73595961,0.05083471,12
D000,P001,10-02-2022,79.0,19.0,New York,2022.0,2.0,10.0,3.0,0,Winter,57,14,51.28571429,13.42857143,56.86666667,12.26666667,0.240506329,0.801284551,0.064696568,2
D000,P001,11-02-2022,91.0,5.0,Los Angeles,2022.0,2.0,11.0,4.0,0,Winter,79,19,59.71428571,12.85714286,56.73333333,12.1,0.054945055,0.982872911,0.051684846,3
D000,P001,12-02-2022,41.0,6.0,Los Angeles,2022.0,2.0,12.0,5.0,1,Winter,91,5,61.85714286,12.57142857,56.43333333,12.06666667,0.146341463,0.79696088,0.088922689,14
D000,P001,13-02-2022,29.0,19.0,Chicago,2022.0,2.0,13.0,6.0,1,Winter,41,6,57.85714286,13.71428571,55.73333333,12.46666667,0.655172414,0.855637187,0.098956328,1
D000,P001,14-02-2022,65.0,7.0,New York,2022.0,2.0,14.0,0.0,0,Winter,29,19,58.42857143,12.0,55.16666667,12.16666667,0.107692308,0.910905688,0.011583466,3
D000,P001,15-02-2022,63.0,8.0,New York,2022.0,2.0,15.0,1.0,0,Winter,65,7,60.71428571,11.14285714,55.6,12.13333333,0.126984127,0.809088881,0.01299549,4
D000,P001,16-02-2022,56.0,16.0,Los Angeles,2022.0,2.0,16.0,2.0,0,Winter,63,8,60.57142857,11.42857143,54.23333333,12.2,0.285714286,0.991534625,0.013032411,14
D000,P001,17-02-2022,92.0,5.0,Los Angeles,2022.0,2.0,17.0,3.0,0,Winter,56,16,62.42857143,9.428571429,56.03333333,12.13333333,0.054347826,0.988734188,0.06811771,6
D000,P001,18-02-2022,29.0,6.0,New York,2022.0,2.0,18.0,4.0,0,Winter,92,5,53.57142857,9.571428571,54.13333333,11.73333333,0.206896552,0.775534689,0.03726761,10
D000,P001,19-02-2022,31.0,6.0,Los Angeles,2022.0,2.0,19.0,5.0,1,Winter,29,6,52.14285714,9.571428571,53.33333333,11.53333333,0.193548387,0.849174552,0.073331466,14
D000,P001,20-02-2022,45.0,7.0,Chicago,2022.0,2.0,20.0,6.0,1,Winter,31,6,54.42857143,7.857142857,51.86666667,11.4,0.155555556,0.790263493,0.040547147,7
D000,P001,21-02-2022,38.0,14.0,Chicago,2022.0,2.0,21.0,0.0,0,Winter,45,7,50.57142857,8.857142857,52.43333333,11.56666667,0.368421053,0.785452148,0.062760672,3
